post_text,pos
衣物可以传染是那些疾病啊，最近刚打了狂犬疫苗，店里养了小狗，无法避免和小狗接触，衣物会传染狂犬病毒嘛[流泪][流泪][流泪]好怕和家人衣服放在洗衣机一起洗传染啊[流泪][流泪][流泪][流泪],1
#吉林新增本土无症状1007例##吉林疫情##吉林买菜# 吉林怎么办呢，吉林市怎么办呢，我们无心和国家大事抢热度，也无心占用大城市资源。前几天哈尔滨援助吉林方舱医院的工人发生了那种事，我们非常生气，抱怨管理不到位。别人来骂你太正常了。我担心工人安全，他们也是普通市民，为了帮助吉林来到这里，为什么要被这么对待。但作为一名普通市民，我深感无力。自己什么也做不了。现在周围的家人朋友，买菜买药，已经变得非常艰难。官方号发布视频，蔬菜价格稳定，供给充足，我真不知道是在哪里买的。至少我周围的人，没有一个是那个价格买菜的。蔬菜价格飞上天，蔬菜包380一份，220一份。负责管辖我们小区的社区，打电话已经好几天不接了。小区居民，买不到菜的，买不到药的，根本不知道找谁，大家只能自救。静态管理，五天又五天。家里菜要见底了，负责管理小区的社区我们根本联系不上。电话打通了也没有相关的管理人员。2022年了，因为吃饭问题，好多人都在焦虑。现在，我周围的情况是这样的:买菜只能自己在网络上找渠道。微信小程序拼团定菜，或者直接联系送菜商家。商家打电话，这几天基本打不通。小程序网络买菜，需要提前选购，之后付款抢菜。抢购时间基本一分钟左右，需要拼手速。而且菜品很有限，每天都限量，因为商家配送人手严重不足。我们可以等，我们一定全力配合国家抗疫措施。但是还希望政府能够顾全民生问题。年轻人还好一点。像那种独居老人，他们智能手机都不怎么会用，到底要怎么买菜啊。如果这期间身体出现问题，到底要联系谁？小区里还有需要药品的患者，其中一个人说，长时间不吃药会浑身痒的。你们别觉得我自私，我吃酱油拌饭都没问题，但是药一定得吃。我们无心和国家大事抢资源，我们全力配合国家队防疫措施。只希望在静态管理期间，民生问题可以得到一些保障。老人孩子和患者的特殊需求可以有特殊的人对接。至少，在这个特殊时期，让一些弱势群体也能生存下去。@吉林大冷面 @吉林发布 @吉林江城鹏飞 @吉林黄金眼 收起d,0
"
好容易受到各种因素影响而难受。

就像我看的剧，如果其中的演员有了别的戏，开始有人提别的剧，或两剧的粉丝开始互撕，我就会跟着难受。

可能我需要活在一个没有任何冲突的环境。",0
 感觉最近药量不够了 又开始发作了,0
感觉很紧张，好像晚上就会加重一点,0
看了传染病 更焦虑了一只蝙蝠身上的病毒传染给了猪 这是偶然事件人要吃野味 这是找死事件 ​,1
 大家都是怎么说服家人带自己去看病的呢？看着妈妈对我笑的那么开心就不忍心说出口，害怕破坏他们的幸福,0
缓解焦虑的方法：1.很多时候人的焦虑都来自于对时间的虚度，每天躺在床上，觉得又浪费了一天，但也改变不了什么了，所以才格外难受。这种时刻就可以拿出手机，把第二天要做的事情列下来，每次睡觉前复盘一下前一天做了什么，能很大程度上缓解这种焦虑。2.阅读。虽然读书听起来真的有点那个！但我之前和男朋友生气，或者心情不好就会去读书！真的很能让人心静下来，读着读着，就会觉得很多问题都不是问题了。3.做一些你特别喜欢做的事情来分散焦虑。最好不是那种一次性很快乐，然后让人觉得空虚的事情。可以培养一些自己长期的爱好，比如有人喜欢玩乐高，有人喜欢弹钢琴，这种长期习惯去做，并且逐渐擅长的事情是可以带给人安全感的。4.任何时候对未来感到焦虑恐慌和不安。都可以拿出纸笔来分析自己的现状，优点缺点，怎么样提高，然后通过这种具象的计划来缓解对未知的恐惧。5.和朋友聊天。有时候人一个人很容易走到死胡同里，你面对的也许不是问题，而是情绪。这种时候和朋友一起聊聊天或者吃个饭，其实就能很大程度解决问题。6.一定要记住，情绪是纸老虎，焦虑也一样，当你真的去做点什么来打败它的时候，你会发现自己比想象中的要强大很多。7.去做事。去做事。去做事。8.收拾房间。通过收纳和整理，让自己的生活更有计划，适当断舍离，通过对小事的掌握拿回自己对生活的掌控感。9.爱自己。我觉得很多情绪问题，根源上确实是对自己的不自信引起的，但解决这个问题需要长期的努力，所以要多表扬和肯定自己，也要学会让自己成为更喜欢的那种人，这样才能形成一个良性的循环。要知道，任何时候你都有机会成为自己喜欢的那种人，所以别害怕，别被未知打败。学会自己救自己。 收起d,0
大家有大脑停不下来确认一件事或多件事的经历吗？最后是怎么处理的呢？,0
"

天天头痛，吃止痛药也不管用。今天手抖得东西都拿不住，那拿什么都摔，刚刚把公司的重要东西摔地上了，还好没摔坏，被领导瞪了一眼。
毁灭吧",0
都停药几个月了这两天突然又发作了，先是睡不着到凌晨三四点怕猝死感觉难受，昨晚直接彻底失眠到现在。中间迷迷糊糊断断续续睡了俩小时，睡着睡着突然头晕一下醒了。现在就是心慌反胃，没有胸闷但是觉得气进不来。浑身上下一点力气都没有，困又睡不着，刚要睡了又晕一下醒了……真的无助……,2
 头晕的厉害 一天到晚晕 眼睛感觉都看不见了 胸口也闷 压着痛 牙也酸 背也疼 胸好闷 走路感觉都眩晕 好不真实 好害怕死 怎么办啊,1
哎我的论文📃 每天都在焦虑的玩手机中度过今天lzx打开电脑了吗   没有！ ​,1
人的烦恼往往就两类，一是对过去的不满不可改变；二是对未来的变化不确定。(过度使用社交软件让我产生了焦虑) ​​​,1
我昨天上午因为一直睡眠不好去了医院，医生给我开了氟哌噻和佐匹克隆片，半个月后复查，当时说我轻微抑郁，没事不要怕，后来回来后我查了下说氟哌噻是吃了不能随便停药的是吗？这是说我确诊了抑郁焦虑症了吗？我以为开的药都是治失眠的我当时也没多问大夫，现在有点心慌纠结，是不是自己生病了,0
 一夜未眠，莫名的流泪,0
看完《后天》看《2012》ing 现在饿了……没错 我开始焦虑了、、 ​,1
 去医院做了检查轻度焦虑，医生不给开药，躯体症状主要就是早搏、一运动就难受,2
焦虑症请问每次紧张就会喉咙发紧然后一直吞口水，然后就会有要吐干呕的感觉应该怎么缓解或者解决呢,3
"昨天后续
今天做的最勇敢也是自我感觉最差的一件事💢🥀😫谁懂我这几条消息前前后后犹豫了20分钟才发出去 一会儿担心会不会打扰到别人，一会儿担心别人会不会觉得自己在为自己没考好而开脱找借口，一会儿又担心别人会不会以为我在作
但是从睡醒到现在心慌一直没停过，头右侧也一直疼
突然想起来右侧的大脑好像控制着的是左半边身体。。。而我抖的也大都是左手。。。不会是有什么问题吧。。。",1
#小秋上学vlog# 积攒了很多 就一次性记录一下吧只想说前几晚焦虑的我疯狂在微博仅自己可见写小作文 ​,1
失眠，颈椎疼，去找医生摁了颈椎，摁完回来就害怕给我摁坏了，我脑子可能是有什么毛病吧,1
好的失眠了谁懂,0
又睡不着了 好难受,0
 到底什么时候能不疑病,2
🗓2020｜❹｜❸        终于肝完了一篇大论文，从找资料，定题目，列大纲， 写文章这周基本就在干这事儿了。大家一定不能拖作业哇！至少在从发布到截止还有一半时间的时候开始写。       查重的时候提心吊胆，还好结果是好的！不枉费我翻来覆去啃了几十篇的论文        写不出来真的非常焦虑了，还因为小事发脾气。突然就很理解作家因为写不出抑郁症，狂躁症了（我从美剧里看到的）真的控制不住自己哇！studyaccount 收起d,0
 想问一下大家 失眠严重 想在医院多开点安眠药有什么办法啊 之前医生就开三粒 必须确诊焦虑症 有病例才能多开吗？,0
朋友们，你们疑病的时候怎么缓解自己的焦虑情绪，真的好难受不想再胡思乱想了,2
 心脏难受😣？我,0
完蛋，我会找到适合我的工作的吧……,1
 好焦虑 好担心 从不担心自己 担心的都是家人好累啊 我宁愿自己痛苦也不想他们身体不好可能本来没啥事自己就一直想一直害怕,3
有时候觉得我自己挺装的 说一点小事就委屈 难受 上一秒可以开心一天 下秒就害怕生病 不止是现在心理病 还有害怕肢体上的病,2
焦虑感很重，高过了危机感，没有具体的目标，看到一句话危机感过重无法享受当下的生活，我现在也没有享受当下的生活啊，为什么？ ​,1
 谁懂那种一早上醒来整个人像死了一样 一点力气都没有 连动一下手都非常困难 虚的想要尖叫的感觉。。,0
真的好焦虑啊 我不想出本了 感觉好痛苦 ​,1
焦虑症可以看书么 为什么看书之后会着急的感觉,3
我很焦虑体臭が激しすぎて吐き出すかもしれない我现在想到那个味道就想吐了 ​,1
#高‘ daily# 焦虑等待出报告⌛️饭，还是要好好吃 ​,1
 又开始担心胃癌了,1
 每天5点多醒来睡不着，咋回事啊,0
突然有一瞬间感觉真的想立马去死，立马出门不管什么死法，而且感觉很激动，觉得死了一切事情都会变好，自己太轻松了，完全考虑不到其他的,0
有没有姐妹因为焦虑症月经推迟或者闭经的呀，本人七八月突发疑病伴焦虑，跑了七八趟医院，一次急诊，吓得我俩月没来姨妈了到现在还没来。。。咋整,3
山东专升本交流#专升本上岸打卡# 师大升本上岸打卡Day1⃣8⃣5⃣你所做的事情，也许暂时看不到结果，到不要灰心或者焦虑，你不是没走成长，而是在扎根。✅听大语✅听英语✅做大语试题库✅做高数真题✅做英语阅读@师大教育官方微博 ​,0
不用焦虑 有些东西的存在本来就是让你一眼赏心悦目啦睡觉 ​,0
我现在最想干的事是拿到我放在宿舍的ayh吧唧给予狠狠除锈来缓解焦虑🙏 ​,1
 又开始胃痛了，吃饭前胃酸，吃进去了胃痛，痛几分钟好，三年前做的胃镜是好的，幽门螺旋杆菌三年前有，杀过了然后每年测都是阴性的，要不是胃肠镜做起来麻烦，我感觉我半年就要做一次，规律吃草酸两年年已经遵医嘱停药一年了，感觉又要去拿药了,0
2022[许愿虎]祝首页的朋友们幸福安康，不会被焦虑困扰，烦心事通通退散，早日寻得属于自己的那份快乐！虎年大吉呀！[虎爪比心] ​,0
"这副身体
不要也罢",0
 我发现好多帖子都没有了 怎么回事？会清理帖子吗？,0
最近每天不管几点睡 都是五六点醒 有没有一样的朋友,0
手脚冰凉，脸上好红，全身也都发抖,0
我到底需要的是什么,0
 每次呼吸都恶心，腹部好像一直在油腻的堵着，想辞职想辞职，辞职了肯定能解脱，但是不敢说啊，过个好节吧拜托上天！,0
家人们有人在吗？有身高焦虑怎么办，快17岁了才150,1
不知道大家会不会这样。自从生病后，大部分时间喜欢自己待着，不喜欢吵闹。甚至别人在你耳边外放声音或者找你说话都觉得心烦。,0
午觉后勃子腰酸累，傍晚吐，似晕又晕,0
我今天中午出去买口罩，跑了近20家药房，药店都没有，遇到这样的的事，有点欣慰，也有焦虑，欣慰的是老百姓都能自觉地响应党和国家的领导的指挥，一同抗战疫情，预防疫情。焦虑的是口罩，尽然成紧俏商品了。希望政府部门及卫生管理部门，加快对口罩的市场供应，千万不能让老百姓产生恐慌！ 2盐城·锦江冠城 收起d,1
熊口疼，大姨妈不正常，咋天发生啥事忘掉的一干二净，啊啊啊啊，遭不住了,0
如果没有疫情 也许我现在会躺在宿舍里 为明天的二模而焦虑， ​,0
我感觉我不仅焦虑还抑郁,1
不去看烂牙又说脑子怎样，被鱼搞到又说怎样，不拉屎又说怎样，突然间，我还是想回到信息落后的年代，什么都不知道最好，知道得太多对于我这种喜欢想事情天马行空的人来说简直是苦难,0
连绵不断的丧和焦虑。哪哪不得劲。越来越神经质了。 ​,1
谈判决策，柿子总要捏一下才知道软硬每次和业务员聊到谈判技巧的问题，我强调一个观点，报价只有一次机会，这是底线，没有把持住，客户就不在是属于你的。优秀的老油条，是有全局观的，会在报价的同时开始琢磨用户的心理活动，知道他们在想什么，模拟下一步的对话，通过语气眼神的交流，大概感受到，客户现在说的话是，试探还是真心。我们通常说换角度思考，其实还能在上一个台阶，在公司做事情，站在老板的位置，去思考，在外面谈生意要延伸到客户老板的位置，去思考。前者大家都懂，后者不明白的，可能需要经过几次历练才能有体会，通常稍微大一点的客户，每个环节的关系做的再好，最后上面的老大不点头，事情就办不成，自然提成就赚不到。为什么说报价只有一次机会啊，因为多数的人，是懒的还价，感觉不行直接换人。你报高了，就歇菜了，其他环节关系在硬，有备胎在，对不起，明年在说把。遇到精明一点的客户，明明听到底价心里，已经乐开花了，还是会疯狂试探过来，要最低价，要账期，等等........真讨厌。这个阶段，俗称捏柿子，可能会晾你几天，或者拉几位同行对手进来内斗一下，引起你的焦虑，产生错觉。新手起步很容易露出破绽，被抓到小辫子，为了业务，辛苦折腾半天，最后搞的没有钱赚。这招狠坏，但是小老板常用。 2榆林·榆林石油大厦 收起d,0
拒绝焦虑！！！mlgb 2重庆·重庆工商大学 ​,0
今天勇敢的跨出了一步 现在在去学校的路上 祝我好运,0
狠狠焦虑了 ​,1
最近妹妹脾气特别大，稍微有点不满意就大哭大闹。我焦虑了很久不知道原因，直到今天总算搞明白了。今天勉强上桌陪妹妹吃饭。妹妹吃饭不闹了。晚上睡觉之前又听她在姥姥姥爷房间闹。我拄着拐杖过去。剥壳包，妹妹。妹妹不闹了。我看妹妹不闹了要走。妹妹躺床上哭着喊：妈妈抱我。抱了一会儿满意了。最近哥哥倒是脾气好很多，因为每天只带哥哥睡了。孩子真的很依赖妈妈。他们内心多么弱小。 收起d,0
这个班让人焦虑 ​,1
#江苏明确开学时间#4.13为准备的话，是不是不一定能开学，远方狗买票真焦虑 ​,1
#宋亚轩 邀星入眸# 🐬#宋亚轩 语言天才# 在搜 盆 盆盆球 盆子 盆哥 盆妹 宋盆 喷漆 宋亚轩粉丝 炸3 楼3 雅萱 宋雅萱 萱 pfw 盆fw syx 吗好消息‼️好消息‼️还在为想上楼却脸盲而烦恼吗？还在为花花世界还在为物料匮乏找不到冲浪乐趣而焦虑吗❓看看我们养成之光时代少年团美颜主唱🔥@时代少年团-宋亚轩 🔥海螺姐姐一对一入坑指导，二十五小时鸡血在线，因材施教，态度亲切，颜唱双绝唱跳俱佳断层三番宋亚轩，走过路过别错过(•͈ᴗ•͈ૢૢ)！#宋亚轩 正能量偶像# 收起d,0
 没来由的焦虑恐慌，连我自己都不知道在焦虑什么,1
"
我又想问了特别特别怕狗怎么办今天又和一只狗擦肩而过了离得很近明明记得它没有碰到我却还是心里害怕回来反复检查有没有伤口陷入一个怪圈昨天还被一只泰迪冲着叫了现在回想起来都是非常害怕的程度",1
 想问问家人们 啥算惊恐发作 一入睡就心悸 睡不着 干呕 害怕算惊恐发作吗,0
我难道不是疑病症吗,2
在健身房从5点半泡到9点，虐到爽呐。以后每周的周四注定无比充实了。今天尝试了头倒立，感觉到肌肉的不给力，所以力量训练很关键滴。火速去省图借书还书，最近突然开始思考死亡，老人陪伴少内疚了，所以过年回家帮他们打扫卫生过个喜庆年吧！再多焦虑都没用，趁时间多陪陪家人 ​,0
高中毕业后 保持联系的朋友并不多从朋友A得知 我们的高中同学B患严重的抑郁症因为焦虑高中三年没有月经因为吃药副作用导致迟钝无法思考隐约记得 当时她总是一个人没有人主动跟她说话带她玩耍甚至在她宿舍 她彷佛是隐身的那一个其实当时我对她没什么好感不会主动搭理她 我是冷漠的旁观者孤立 是对她最大的伤害雪暴时 每一片雪花都有罪我感到抱歉感到惭愧 对不起 对不起其实上了大学 这种抑郁的人群似乎更多了我班小班教学 共3⃣0⃣➕名因心理问题申请休学的就有3⃣名抑郁人群真的真的需要关爱祝愿所有人都能永怀希望 自在生活 收起d,0
 ！！有没有人有时候耳朵像蒙了一层膜一样 有时候特别是说话的时候耳朵有回音,0
我焦虑了 谁懂🚬 ​,1
"感觉有可能是因为小区最近一直在挖路
每栋楼都在安装电梯，自己家的那栋楼的电梯支架直接怼到了窗前看着那个庞大的铁架子感觉非常恐怖，而且几乎这一个星期以来几乎每天都要被迫听到轰隆轰隆哐哐哐铛铛铛的焊接挖泥的噪音声，自己还特别喜欢用劲歌金曲以暴制暴，最近天气还气压特别低特别闷热，于是躯体化美美发作，开始吃饭时喉咙有异物感，心率变慢喘不过气",2
好想吐,0
 右佐匹克隆片吃了会梦游吗,2
想起了，在北京实习那会儿，失恋，在公交车上，默默哭了一路，仍然加班画图，室友说我坚强，同事还问我，小李你是真的失恋了么，那会儿是工作的焦虑大于失恋，只能抽空崩溃一下。去年谷老板还没成为男朋友的时候提起来，我竟然把这件事发生在哪一年都忘了，我竟然说是17年，明明18年来着唉。。。现在看来，崩溃未必是因为失恋，可能在大城市，失恋成了压死骆驼的那根稻草吧。心疼这个姑娘，也心疼当时的自己。 收起d,0
不焦虑可太难了啥都要等通知 无法确认难受啊。 ​,1
"

焦虑症患者中存在的一些突出问题
～～～

很多人只是有情绪问题、心理认知问题，或者是短期应激反应，被误诊为焦虑症后，大把大把吃药。这种情况当然服药无效或者收效甚微，然后再来吐槽药物副作用大，药物无效。

很多真的精神障碍的患者，却反而听信骗子营销号自愈大神的谬论谎言，硬扛着不吃药，去给骗子当韭菜。

还有很多的人，听信了骗子营销号妖魔化药物的误导宣传，不去自己查证，查找正规可信权威的科学资料，而是直接就信了，或者看到其他骗子也都这么说的时候，就信了。

【阳光灿烂猪大叔原创】",0
为什么会有卷人啊 真的崩溃了 本来症状好点了 现在又起来了,1
求助，我这次复发让我更绝望的点在于我的强迫迫害自己的思维特别严重，身体里有另一个自己严阵以待歇斯底里地阻止自己有哪怕一秒的安心和愉悦，稍微注意力被转移一点或者产生愉悦情绪了，它马上跳出来疯狂说你怎么能快乐呢，你必须越快乐就越痛苦，所以遇到越应该开心的事情我就越痛苦难耐，应该得到的愉悦情绪越大，它就越疯，越要和快乐情绪博弈，导致我一因为什么身心开始产生愉快的苗头了，下一秒就被它狠狠踩碎，我现在觉得我的人生再也不会单纯的享受快乐了，因为只要快乐一出现，它就会出来让我发疯，让我惊恐害怕，好痛苦，这是正常的症状吗,3
 中医无法治疗焦虑症抑郁症，这是千真万确的事情。,0
 上周末大姨妈走的这两天又出血了咋回事 血还挺多的要垫卫生巾 啊啊啊啊啊啊我好害怕是不是吃药的原因啊 上周也来了11天 这周以为7天干净了结果又有了而且下午才有 白天都没有 是我跑步的原因吗,1
 有没有朋友，吃帕罗西汀很容易出汗的，这是会慢慢消失的副作用吗？,2
 现在躯体化症状真的很严重要怎么办啊真的太难受了,1
" 这两天起床都感觉浑身不舒服
刚吹头发顺便把身上吹了一遍
暖和过来以后感觉全身舒展了
冬天因寒冷缩成一团的肌肉，内脏不那么拧巴了
大家可以试试看
评论见",0
想问问家人们晚上睡眠时间正常早上起来会不会有晕眩感啊？早上起床跟喝完酒一样,0
服啦感冒刚好了四天又开始咳嗽发冷四肢酸疼了，这一学期过得唉生理心理疾病全找上来了，希望期末别挂科,0
 焦虑缓解了，但是记忆真的变差了，自己做过的事只记的一小片段……,1
从劳拉换了右佐这几天想吐，没食欲，乏累，身体酸痛,2
#噢……，美国前国务卿基辛格产生焦虑和恐慌的情绪那就对了；独立了244年的美国皆因新冠肺炎病毒折腾上气不接下气嘞，纵观过去的美国自恃军事武器先进发达习惯了盛气凌人娇横霸道目中无人的姿态；常常耍起动不动就拿岀经济制裁大棒耀武扬威，可是对于东方巨龙苏醒崛起之际美国的经济制裁淫威失效了；因此美国的阵脚开始慌不择机嘞，可谓是窃贼吃惯不义之财必遭天谴！第一首先是得到新冠肺炎病毒的“友好亲切热吻”嘞，美国是时候向全世界人民谢罪嘞。#【松间山水画】美国霸权这座巨无霸大厦要倒了，甚至引起了已到迟暮之年的基辛格的莫大焦虑和恐慌，基辛格振臂高 美国霸权大厦要倒了，引起了迟暮之年的基辛格的莫大焦虑和恐慌 O网页链接 收起d,0
 感觉草酸对我没有用,2
b溃……昨天一整天忘记吃药，晚上又睡晚了没休息好，今天起来头痛欲裂，人格解离感极强外加头晕手麻手抖,2
昨天晚上大失眠，可能是下午睡多了，也可能是因为各种胡思乱想，好崩溃,0
昨晚没睡好，今早为了工作提神，喝了半瓶咖啡，后来搜了一下发现焦虑症不能喝咖啡我平常很少喝咖啡也没有瘾，早上喝会不会影响晚上睡觉啊有没有什么弥补措施，谢谢大家了,3
脑海里反复想到一件事情或相关的事情，这种异常情绪、异常念头很难被焦友发现。,0
感觉自己有严重的焦虑症了！ 2南昌 ​,1
"明明是神经系统问题无缘无故产生了异常的疼痛信号，但却也都能让你感觉到具体的疼痛的部位，比如神经性头痛，就好像真的是头在痛一样；明明是无缘无故产生的异常情绪，但大脑往往会去为这些情绪自动配套一些外界条件，让这种异常情绪“以假乱真”，仿佛是真实的、正常的情绪一样。这也就是焦虑症患者杂念产生的原理，我们在后面还将重点论述。
阳光大叔猪大叔的书",0
本来想着回家过年洗浴滑雪打麻将唱K撸串走一遍我的焦虑也就好了结果被疫情搞的什么都没干成明明检查都没有问题却还总觉得身体不舒服家人也觉得我很烦了吧所以今天才把我赶回长春上班找点事干可是回了长春还不是要居家隔离在我的病灶小巢里继续焦虑原本计划的年后还是消化不了就去看心理医生也被疫情搞的不敢去医院了希望我的高价KF94早点到 希望疫情早点结束希望我能早日回归正常 睡个好觉 收起d,1
每次幸福一下下 就会有不好的事情发生 我的幸福呢 好像是要用痛苦来偿还,0
 有人上厕所尿里出现过泡沫吗 今天晨尿发现有两块泡沫 不是绵密的那种 分开在两个地方 我等了有三十来分钟都没消 刚刚大便和小便一起的时候发现边边上也有一点 好焦虑,1
emo🙃🙃焦虑毕业的一天 ​,1
到了公共场合或者人多的地方就害怕,0
大家都在忙着过情人节，只有我在忙着战胜开学焦虑  咱就是说  上这么多年学了，开学焦虑这个事怎么还存在 ​,1
 会不会一在一个特定地点就会呼吸不上 烦躁易怒 比如我在家,2
 好不了了 崩溃大哭 头晕持续性一整天内心的害怕恐惧无法控制 难以缓解,1
 问一下你们，你们知道得了焦虑症或者疑似得了这个病，还敢喝酒吗？,0
烦躁的时候，想找人聊聊天，可是翻遍通讯录也找不到可以说话的人反正每次都有理由,0
我好开心啊，反应过来又觉得想要删自己写的东西，什么乱七八糟的，被看到了怎么办。唔啊她终于回来了于是删了删，又发现自己此地无银三百两…本来在想她会不会回复我，看来没有喔，不过也没事，能回来就好棒了所有的文都可以再看了。我真是大傻子，什么话微博说不好，非要那里说说说。天啊愿望实现了，我又焦虑了。好脆弱的我，根本不敢把爱宣之于口。 收起d,1
看到yue#坐稳了新头排#【红人节专访】头排客@闪光少女斯斯 的「转评赞」坦白局 作为「闪光少女」创始人，斯斯如何定义闪光少女？如何看待女性的容貌焦虑、以及医美这件事？ 本次采访中，她不仅承认自己是“内卷卷王”，还分享了一个超令人动容的故事！戳视频，开启2021#超级红人节# 最直白的对话?? L新浪时尚的微博视频 收起d,0
睡不好吃什么药啊，没有去医院,0
焦虑症浑身疼，浑身酸疼咋回事,3
感觉快死了。。,0
李健半夜突然焦虑即将毕业的中药学硕士前途未知风吹麦浪 平息了我的心跳 LZora-朱的微博视频 ​,1
感受到由焦虑引发的暴食是什么感觉了………… ​,1
#王牌主唱宋亚轩# 🗼#宋亚轩 正能量偶像# 好消息❗ 还在为想上楼却脸盲而烦恼吗？还在为花花世界还在为物料匮乏找不到冲浪乐趣而焦虑吗❓看看我们养成之光时代少年团美颜主唱🔥@时代少年团-宋亚轩 🔥海螺姐姐一对一入坑指导，二十五小时鸡血在线，因材施教，态度亲切，颜唱双绝唱跳俱佳断层三番宋亚轩，走过路过别错过(•͈ᴗ•͈ૢૢ) ​ 收起d,0
一开始就是胃不舒服，现在还是肠胃不舒服，都查过胃镜还是觉得不舒服，麻烦死了,0
明明再努力一点点就没有那么焦虑了的啊你为什么还在焦虑而不行动呢 用行动来证明吧 ​,1
最近很焦虑很焦虑…但还是一步步慢慢来…无论如何 幸福最重要 不要预先支付担心 ​,1
 我发现 焦虑症真的不能去乱想太多…有时候多想就会陷进去 然后就开始难受紧张。。,3
就天天晚上恐惧睡觉，想睡没法睡天天熬，熬的日夜颠倒还得被家里人骂自己大白天睡觉,2
发现自己胖了就开始焦虑  更加烦躁的疯狂吃东西 ​,1
不得不承认，这一次我很焦虑。非典时候我是学生，是孩子，说实在话没有焦虑没有担忧。而如今，既是孩子的妈妈，又是一名医务工作者。虽身不在一线，但是时刻待命等待召唤。这种感觉似乎更加难熬，家中重病父亲，懵懂孩童，让我看起来像个逃兵。也许在别人眼里这就是我，但我知道我不是，可是百口莫辩。很难过，为国难，也为家愁 2宁波·保利城 收起d,1
我现在经常喜欢不说话自己安静地待着或者安静地做事。但一开始工作了就每天都要打起精神来应付各种人，这让我非常不舒服，工作两天就感觉身心俱疲，疲惫到明明什么活都没干也累到站不住，但晚上又因为明天还要不舒服地过而焦虑失眠。我觉得可能是有一点社交恐惧，急需调整心态。 2杭州 ​,2
好不容易睡着了被吵醒，现在很烦躁，皮肤痒头疼心悸,1
只要有一点不舒服就容易犯病，感冒，发烧。都会受影响。就是别受刺激。受刺激就容易复发。躯体症状就又崛起了。,0
" 神经衰弱 睡前听到声音就会醒 舍友老是翻身 床咯吱咯吱会把我从睡梦中惊醒怎么办
要带耳塞吗",1
 刚刚刷到一个抖音是我们小区电梯故障的 我们楼也老发生这种事情 现在就有点害怕哪天自己坐电梯的时候也故障 怕以后不敢坐电梯了要是真的哪天被困了估计自己会把自己吓死,1
 其实我也不关心。,0
之前吃了两个月的国产舍曲林唯他停，还是强迫控制不住想，只是减轻焦虑痛苦情绪，现在拿了进口的左洛复一盒72快多，我是强迫症吃两片管用吗，四片吃不起，国产的感觉效果不好，有没有吃进口的左洛复的！,2
 呜呜又睡不着嘞,0
焦虑症大姨妈一个月来了两次，啊啊啊啊啊啊啊啊啊，这谁能受的了，准备上完这半学期就退学了，因为真的太累了，姨妈真的不要太折磨我，还有胸口痛，有没有一样的姐妹啊,3
 静坐心率85 算快的吗？,0
因为好奇所以看了看这本书总体就是教人积极乐观爱自己我看着看着觉得不能再看了，一直以来我担忧的是自己太不担忧，焦虑自己太不焦虑总是怀疑我会不会过于积极乐观啦…决定崽保持大方向的同时稍微收着点，注意一下限度。。 ​,0
多少有点分离焦虑症 还没分离就开始难受 谁来救救我 ​,1
 不敢接电话，说话也不利索想不起事情,0
 气死我了，我在用手机查资料了，我妈进来给我打断了，卧槽！真烦人呀，好烦人啊，头好痛，要炸了。,0
渐渐的有了牵挂，渐渐的焦虑了，渐渐的不再为所欲为了 ​,1
 谁容易啊,0
二月二，我也纪念一下下。疫情之下，速记，接稿，打稿，网络代课，做残障线上志愿者；读书，听歌，写稿，线上学以致用的整理，吸收。  疫情之下，给了我很多，完善，积累自己的时间，清晰的规划，目标及这些见诸的行动，让我也再没了恐惧与焦虑，而是更安静，坦然的享受着每天的忙碌与收获。 ​,0
想问一下焦虑症惊恐发作时除了心慌，会干呕吗，我一发作就去厕所干呕但吐不出来，吐了几下然后就不吐了,3
 宝宝们 吃中药管用吗 最近因为西药副作用太大换成中药了 可是除了不嗜睡之外更难受了 还一直心慌 两天没去上学了都没好,0
我也太容易焦虑了本来觉得自己努努力可以现在好像觉得自己不太行 ​,1
 欢迎自己回来 啊哈,0
【日记 第624天】如果想征服生命中的焦虑，活在当下，活在每一个呼吸里。今天明显就比以前热了，这是夏天的信号了。晚上的时候看了一部别人推荐的电影《东方快车谋杀案》虽然没看太明白，但还是很喜欢，可看。没有另一种选择，你所有现有的选择都是对的，它就像人的感情一样，无须去假设，因为无论怎样去假设，那假设都不会成立。——山本文绪《蓝另一种蓝》 收起d,0
保持冷静，不要过分焦虑，每天都能进步一点点就好，加油(ง •̀_•́)ง ​,0
啊啊啊啊啊啊 我真的好凶啊 而且最近的状态真的很烦 很焦虑超级焦虑就像那种想临阵退缩但又无处可退那种感觉真的要了命了 ​,1
 其实我想问 是21年 高三的时候 确诊焦虑症的 然后医生开药 每天晚上一片草酸 一片奥沙西泮 这样子吃持续了半年 然后睡眠好很多了 奥沙不吃了 只吃草酸持续一年半 后来也没什么反应了 草酸只吃半片 持续半年 一个月应该会有两次惊恐 然后一个星期有一天晚上睡不着这样吧 特别是一个人看电影 都害怕的出去作呕 好想停药了 但是一停过两天就会感觉心脏不舒适头晕呀 这药总不能吃一辈子吧 什么时候才会好起来 不头晕不恶心心脏不重,3
忐忑，焦虑，但愿能够实现 2海南·贵南 ​,1
虽然法考根本没去考但是看到大家都在查成绩还是很恶心……想起了不好的回忆。我不知道法考过了能怎么样，但是熬夜复习噩梦呕吐的感觉依然历历在目……,0
